week,date,winner_team,winner_score,winner_rank,winner_side,winner_primary_color,winner_secondary_color,loser_team,loser_score,loser_rank,loser_side,loser_primary_color,loser_secondary_color,winner_team_clean,loser_team_clean,winner_conference,loser_conference
11,"Saturday, November 09, 2019",Boise St.,20,22.0,home,#0032A0,#002880,Wyoming,17,,away,#4E3629,#3e2b20,Boise State,Wyoming,Mountain West,Mountain West
11,"Saturday, November 09, 2019",Nevada,17,,away,#041E42,#031834,San Diego St.,13,,home,#A6192E,#841424,Nevada,San Diego State,Mountain West,Mountain West
11,"Sunday, November 10, 2019",Hawaii,42,,home,#154734,#103829,San Jose St.,40,,away,#0032A0,#002880,Hawaii,San Jose State,Mountain West,Mountain West
12,"Tuesday, November 12, 2019",Eastern Mich.,42,,away,#046A38,#03542c,Akron,14,,home,#041E42,#031834,Eastern Michigan,Akron,Mid-American,Mid-American
12,"Tuesday, November 12, 2019",Western Mich.,37,,away,#693F23,#54321c,Ohio,34,,home,#2C5234,#234129,Western Michigan,Ohio,Mid-American,Mid-American
12,"Wednesday, November 13, 2019",Miami (OH),44,,home,#C8102E,#a00c24,Bowling Green,3,,away,#FE5000,#cb4000,Miami (OH),Bowling Green,Mid-American,Mid-American
12,"Wednesday, November 13, 2019",Northern Ill.,31,,away,#BA0C2F,#940925,Toledo,28,,home,#00205B,#001948,Northern Illinois,Toledo,Mid-American,Mid-American
12,"Thursday, November 14, 2019",Kent St.,30,,home,#00205B,#001948,Buffalo,27,,away,#0057B8,#004593,Kent State,Buffalo,Mid-American,Mid-American
12,"Thursday, November 14, 2019",Pittsburgh,34,,home,#003594,#002a76,North Carolina,27,,away,#7BAFD4,#628ca9,Pittsburgh,North Carolina,Atlantic Coast,Atlantic Coast
12,"Friday, November 15, 2019",Marshall,31,,home,#00B140,#008d33,Louisiana Tech,10,,away,#003087,#00266c,Marshall,Louisiana Tech,Conference USA,Conference USA
12,"Friday, November 15, 2019",San Diego St.,17,,home,#A6192E,#841424,Fresno St.,7,,away,#D50032,#aa0028,San Diego State,Fresno State,Mountain West,Mountain West
12,"Saturday, November 16, 2019",Alabama,38,5.0,away,#9D2235,#7d1b2a,Mississippi St.,7,,home,#6F2C3F,#582332,Alabama,Mississippi State,Southeastern,Southeastern
12,"Saturday, November 16, 2019",Oklahoma St.,31,22.0,home,#E35205,#b54104,Kansas,13,,away,#003DA5,#003084,Oklahoma State,Kansas,Big 12,Big 12
12,"Saturday, November 16, 2019",Temple,29,,home,#b30838,#8f062c,Tulane,21,,away,#006747,#005238,Temple,Tulane,American Athletic Conference,American Athletic Conference
12,"Saturday, November 16, 2019",Michigan,44,15.0,home,#041E42,#031834,Michigan St.,10,,away,#173F35,#12322a,Michigan,Michigan State,Big Ten,Big Ten
12,"Saturday, November 16, 2019",TCU,33,,away,#582C83,#462368,Texas Tech,31,,home,#DA291C,#ae2016,TCU,Texas Tech,Big 12,Big 12
12,"Saturday, November 16, 2019",Florida St.,49,,home,#782F40,#602533,Alabama St.,12,,away,#010101,#000,Florida State,Alabama State,Atlantic Coast,
12,"Saturday, November 16, 2019",Penn St.,34,9.0,home,#041E42,#031834,Indiana,27,,away,#9D2235,#7d1b2a,Penn State,Indiana,Big Ten,Big Ten
12,"Saturday, November 16, 2019",Northwestern,45,,home,#4E2A84,#3e2169,Massachusetts,6,,away,#971B2F,#781525,Northwestern,Massachusetts,Big Ten,Independents(FBS)
12,"Saturday, November 16, 2019",Army West Point,47,,home,#010101,#000,VMI,6,,away,#E4002B,#b60022,Army,VMI,Independents(FBS),
12,"Saturday, November 16, 2019",Wisconsin,37,14.0,away,#BA0C2F,#940925,Nebraska,21,,home,#C8102E,#a00c24,Wisconsin,Nebraska,Big Ten,Big Ten
12,"Saturday, November 16, 2019",Florida,23,11.0,away,#003087,#00266c,Missouri,6,,home,#010101,#000,Florida,Missouri,Southeastern,Southeastern
12,"Saturday, November 16, 2019",UAB,37,,home,#006341,#004f34,UTEP,10,,away,#041E42,#031834,UAB,UTEP,Conference USA,Conference USA
12,"Saturday, November 16, 2019",Notre Dame,52,16.0,home,#0C2340,#091c33,Navy,20,23.0,away,#00205B,#001948,Notre Dame,Navy,Atlantic Coast,American Athletic Conference
12,"Saturday, November 16, 2019",Arkansas St.,28,,home,#C8102E,#a00c24,Coastal Carolina,27,,away,#007377,#005c5f,Arkansas State,Coastal Carolina,Sun Belt,Sun Belt
12,"Saturday, November 16, 2019",Troy,63,,away,#9D2235,#7d1b2a,Texas St.,27,,home,#572932,#452028,Troy,Texas State,Sun Belt,Sun Belt
12,"Saturday, November 16, 2019",Ga. Southern,51,,home,#041E42,#031834,La.-Monroe,29,,away,#6F2C3F,#582332,Georgia Southern,Louisiana-Monroe,Sun Belt,Sun Belt
12,"Saturday, November 16, 2019",BYU,42,,home,#002E5D,#00244a,Idaho St.,10,,away,#FF6720,#cc5219,Brigham Young,Idaho State,Independents(FBS),
12,"Saturday, November 16, 2019",Central Mich.,45,,away,#6F263D,#581e30,Ball St.,44,,home,#BA0C2F,#940925,Central Michigan,Ball State,Mid-American,Mid-American
12,"Saturday, November 16, 2019",Virginia Tech,45,,away,#861F41,#6b1834,Georgia Tech,0,,home,#B3A369,#8f8254,Virginia Tech,Georgia Tech,Atlantic Coast,Atlantic Coast
12,"Saturday, November 16, 2019",Georgia,21,4.0,away,#DA291C,#ae2016,Auburn,14,12.0,home,#0C2340,#091c33,Georgia,Auburn,Southeastern,Southeastern
12,"Saturday, November 16, 2019",Kentucky,38,,away,#0032A0,#002880,Vanderbilt,14,,home,#010101,#000,Kentucky,Vanderbilt,Southeastern,Southeastern
12,"Saturday, November 16, 2019",Clemson,52,3.0,home,#FF6720,#cc5219,Wake Forest,3,,away,#010101,#000,Clemson,Wake Forest,Atlantic Coast,Atlantic Coast
12,"Saturday, November 16, 2019",Iowa St.,23,,home,#A6192E,#841424,Texas,21,19.0,away,#CB6015,#a24c10,Iowa State,Texas,Big 12,Big 12
12,"Saturday, November 16, 2019",Memphis,45,18.0,away,#012169,#001a54,Houston,27,,home,#C8102E,#a00c24,Memphis,Houston,American Athletic Conference,American Athletic Conference
12,"Saturday, November 16, 2019",Ohio St.,56,2.0,away,#BA0C2F,#940925,Rutgers,21,,home,#C8102E,#a00c24,Ohio State,Rutgers,Big Ten,Big Ten
12,"Saturday, November 16, 2019",West Virginia,24,,away,#002855,#002044,Kansas St.,20,24.0,home,#582C83,#462368,West Virginia,Kansas State,Big 12,Big 12
12,"Saturday, November 16, 2019",Utah St.,26,,home,#00263A,#001e2e,Wyoming,21,,away,#4E3629,#3e2b20,Utah State,Wyoming,Mountain West,Mountain West
12,"Saturday, November 16, 2019",Hawaii,21,,away,#154734,#103829,UNLV,7,,home,#C8102E,#a00c24,Hawaii,UNLV,Mountain West,Mountain West
12,"Saturday, November 16, 2019",New Mexico St.,41,,home,#861F41,#6b1834,UIW,28,,away,#CB333B,#a2282f,New Mexico State,UIW,,
12,"Saturday, November 16, 2019",Iowa,23,20.0,home,#010101,#000,Minnesota,19,8.0,away,#861F41,#6b1834,Iowa,Minnesota,Big Ten,Big Ten
12,"Saturday, November 16, 2019",Syracuse,49,,away,#DC4405,#b03604,Duke,6,,home,#002D72,#00245b,Syracuse,Duke,Atlantic Coast,Atlantic Coast
12,"Saturday, November 16, 2019",Rice,31,,away,#00205B,#001948,Middle Tenn.,28,,home,#005EB8,#004b93,Rice,Middle Tennessee,Conference USA,Conference USA
12,"Saturday, November 16, 2019",Washington St.,49,,home,#9D2235,#7d1b2a,Stanford,22,,away,#9D2235,#7d1b2a,Washington State,Stanford,Pac-12,Pac-12
12,"Saturday, November 16, 2019",Louisiana,37,,away,#C8102E,#a00c24,South Alabama,27,,home,#BF0D3E,#980a31,Louisiana-Lafayette,South Alabama,Sun Belt,Sun Belt
12,"Saturday, November 16, 2019",Southern Miss.,36,,away,#010101,#000,UTSA,17,,home,#0C2340,#091c33,Southern Miss,UTSA,Conference USA,Conference USA
12,"Saturday, November 16, 2019",Cincinnati,20,17.0,away,#C8102E,#a00c24,South Fla.,17,,home,#006747,#005238,Cincinnati,South Florida,American Athletic Conference,American Athletic Conference
12,"Saturday, November 16, 2019",Air Force,38,,away,#0032A0,#002880,Colorado St.,21,,home,#2C5234,#234129,Air Force,Colorado State,Mountain West,Mountain West
12,"Saturday, November 16, 2019",LSU,58,1.0,away,#582C83,#462368,Ole Miss,37,,home,#00205B,#001948,LSU,Ole Miss,Southeastern,Southeastern
12,"Saturday, November 16, 2019",Appalachian St.,56,25.0,away,#010101,#000,Georgia St.,27,,home,#0032A0,#002880,Appalachian State,Georgia State,Sun Belt,Sun Belt
12,"Saturday, November 16, 2019",Oklahoma,34,10.0,away,#9D2235,#7d1b2a,Baylor,31,13.0,home,#1D3C34,#173029,Oklahoma,Baylor,Big 12,Big 12
12,"Saturday, November 16, 2019",Louisville,34,,away,#BA0C2F,#940925,NC State,20,,home,#C8102E,#a00c24,Louisville,North Carolina State,Atlantic Coast,Atlantic Coast
12,"Saturday, November 16, 2019",Texas A&M,30,,home,#500000,#400000,South Carolina,6,,away,#862633,#6b1e28,Texas A&M,South Carolina,Southeastern,Southeastern
12,"Saturday, November 16, 2019",Oregon St.,35,,home,#DC4405,#b03604,Arizona St.,34,,away,#7D2248,#641b39,Oregon State,Arizona State,Pac-12,Pac-12
12,"Saturday, November 16, 2019",Utah,49,7.0,home,#BA0C2F,#940925,UCLA,3,,away,#0072CE,#005ba4,Utah,UCLA,Pac-12,Pac-12
12,"Saturday, November 16, 2019",Boise St.,42,21.0,home,#0032A0,#002880,New Mexico,9,,away,#BA0C2F,#940925,Boise State,New Mexico,Mountain West,Mountain West
12,"Saturday, November 16, 2019",Oregon,34,6.0,home,#173F35,#12322a,Arizona,6,,away,#00205B,#001948,Oregon,Arizona,Pac-12,Pac-12
12,"Sunday, November 17, 2019",Southern California,41,,away,#9D2235,#7d1b2a,California,17,,home,#041E42,#031834,USC,California,Pac-12,Pac-12
13,"Tuesday, November 19, 2019",Ohio,66,,away,#2C5234,#234129,Bowling Green,24,,home,#FE5000,#cb4000,Ohio,Bowling Green,Mid-American,Mid-American
13,"Tuesday, November 19, 2019",Eastern Mich.,45,,away,#046A38,#03542c,Northern Ill.,17,,home,#BA0C2F,#940925,Eastern Michigan,Northern Illinois,Mid-American,Mid-American
13,"Wednesday, November 20, 2019",Miami (OH),20,,home,#C8102E,#a00c24,Akron,17,,away,#041E42,#031834,Miami (OH),Akron,Mid-American,Mid-American
13,"Wednesday, November 20, 2019",Buffalo,49,,home,#0057B8,#004593,Toledo,30,,away,#00205B,#001948,Buffalo,Toledo,Mid-American,Mid-American
13,"Thursday, November 21, 2019",Georgia Tech,28,,home,#B3A369,#8f8254,NC State,26,,away,#C8102E,#a00c24,Georgia Tech,North Carolina State,Atlantic Coast,Atlantic Coast
13,"Friday, November 22, 2019",Wyoming,17,,home,#4E3629,#3e2b20,Colorado St.,7,,away,#2C5234,#234129,Wyoming,Colorado State,Mountain West,Mountain West
13,"Saturday, November 23, 2019",Michigan St.,27,,away,#173F35,#12322a,Rutgers,0,,home,#C8102E,#a00c24,Michigan State,Rutgers,Big Ten,Big Ten
13,"Saturday, November 23, 2019",Virginia,55,,home,#232D4B,#1c243c,Liberty,27,,away,#A6192E,#841424,Virginia,Liberty,Atlantic Coast,Independents(FBS)
13,"Saturday, November 23, 2019",Oklahoma St.,20,21.0,away,#E35205,#b54104,West Virginia,13,,home,#002855,#002044,Oklahoma State,West Virginia,Big 12,Big 12
13,"Saturday, November 23, 2019",BYU,56,,away,#002E5D,#00244a,Massachusetts,24,,home,#971B2F,#781525,Brigham Young,Massachusetts,Independents(FBS),Independents(FBS)
13,"Saturday, November 23, 2019",UCF,34,,away,#010101,#000,Tulane,31,,home,#006747,#005238,UCF,Tulane,American Athletic Conference,American Athletic Conference
13,"Saturday, November 23, 2019",Alabama,66,5.0,home,#9D2235,#7d1b2a,Western Caro.,3,,away,#5F259F,#4c1d7f,Alabama,Western Caro.,Southeastern,
13,"Saturday, November 23, 2019",East Carolina,31,,away,#582C83,#462368,UConn,24,,home,#0C2340,#091c33,East Carolina,Connecticut,American Athletic Conference,
13,"Saturday, November 23, 2019",Auburn,52,15.0,home,#0C2340,#091c33,Samford,0,,away,#0C2340,#091c33,Auburn,Samford,Southeastern,
13,"Saturday, November 23, 2019",Kent St.,41,,home,#00205B,#001948,Ball St.,38,,away,#BA0C2F,#940925,Kent State,Ball State,Mid-American,Mid-American
13,"Saturday, November 23, 2019",Ohio St.,28,2.0,home,#BA0C2F,#940925,Penn St.,17,8.0,away,#041E42,#031834,Ohio State,Penn State,Big Ten,Big Ten
13,"Saturday, November 23, 2019",Iowa,19,17.0,home,#010101,#000,Illinois,10,,away,#E04E39,#b33e2d,Iowa,Illinois,Big Ten,Big Ten
13,"Saturday, November 23, 2019",Minnesota,38,10.0,away,#861F41,#6b1834,Northwestern,22,,home,#4E2A84,#3e2169,Minnesota,Northwestern,Big Ten,Big Ten
13,"Saturday, November 23, 2019",Iowa St.,41,22.0,home,#A6192E,#841424,Kansas,31,,away,#003DA5,#003084,Iowa State,Kansas,Big 12,Big 12
13,"Saturday, November 23, 2019",Air Force,44,,away,#0032A0,#002880,New Mexico,22,,home,#BA0C2F,#940925,Air Force,New Mexico,Mountain West,Mountain West
13,"Saturday, November 23, 2019",Georgia St.,28,,home,#0032A0,#002880,South Alabama,15,,away,#BF0D3E,#980a31,Georgia State,South Alabama,Sun Belt,Sun Belt
13,"Saturday, November 23, 2019",Appalachian St.,35,24.0,home,#010101,#000,Texas St.,13,,away,#572932,#452028,Appalachian State,Texas State,Sun Belt,Sun Belt
13,"Saturday, November 23, 2019",Notre Dame,40,16.0,home,#0C2340,#091c33,Boston College,7,,away,#862633,#6b1e28,Notre Dame,Boston College,Atlantic Coast,Atlantic Coast
13,"Saturday, November 23, 2019",Arkansas St.,38,,home,#C8102E,#a00c24,Ga. Southern,33,,away,#041E42,#031834,Arkansas State,Georgia Southern,Sun Belt,Sun Belt
13,"Saturday, November 23, 2019",Vanderbilt,38,,home,#010101,#000,ETSU,0,,away,#041E42,#031834,Vanderbilt,ETSU,Southeastern,
13,"Saturday, November 23, 2019",North Carolina,56,,home,#7BAFD4,#628ca9,Mercer,7,,away,#E87722,#b95f1b,North Carolina,Mercer,Atlantic Coast,
13,"Saturday, November 23, 2019",Navy,35,,home,#00205B,#001948,SMU,28,25.0,away,#C8102E,#a00c24,Navy,SMU,American Athletic Conference,American Athletic Conference
13,"Saturday, November 23, 2019",Michigan,39,13.0,away,#041E42,#031834,Indiana,14,,home,#9D2235,#7d1b2a,Michigan,Indiana,Big Ten,Big Ten
13,"Saturday, November 23, 2019",Kentucky,50,,home,#0032A0,#002880,UT Martin,7,,away,#0C2340,#091c33,Kentucky,UT Martin,Southeastern,
13,"Saturday, November 23, 2019",Georgia,19,4.0,home,#DA291C,#ae2016,Texas A&M,13,,away,#500000,#400000,Georgia,Texas A&M,Southeastern,Southeastern
13,"Saturday, November 23, 2019",Virginia Tech,28,,home,#861F41,#6b1834,Pittsburgh,0,,away,#003594,#002a76,Virginia Tech,Pittsburgh,Atlantic Coast,Atlantic Coast
13,"Saturday, November 23, 2019",Nebraska,54,,away,#C8102E,#a00c24,Maryland,7,,home,#C8102E,#a00c24,Nebraska,Maryland,Big Ten,Big Ten
13,"Saturday, November 23, 2019",Rice,20,,home,#00205B,#001948,North Texas,14,,away,#007A33,#006128,Rice,North Texas,Conference USA,Conference USA
13,"Saturday, November 23, 2019",Western Ky.,28,,away,#C8102E,#a00c24,Southern Miss.,10,,home,#010101,#000,Western Kentucky,Southern Miss,Conference USA,Conference USA
13,"Saturday, November 23, 2019",UAB,20,,home,#006341,#004f34,Louisiana Tech,14,,away,#003087,#00266c,UAB,Louisiana Tech,Conference USA,Conference USA
13,"Saturday, November 23, 2019",Charlotte,24,,home,#046A38,#03542c,Marshall,13,,away,#00B140,#008d33,Charlotte,Marshall,Conference USA,Conference USA
13,"Saturday, November 23, 2019",Baylor,24,14.0,home,#1D3C34,#173029,Texas,10,,away,#CB6015,#a24c10,Baylor,Texas,Big 12,Big 12
13,"Saturday, November 23, 2019",Southern California,52,23.0,home,#9D2235,#7d1b2a,UCLA,35,,away,#0072CE,#005ba4,USC,UCLA,Pac-12,Pac-12
13,"Saturday, November 23, 2019",UNLV,38,,home,#C8102E,#a00c24,San Jose St.,35,,away,#0032A0,#002880,UNLV,San Jose State,Mountain West,Mountain West
13,"Saturday, November 23, 2019",California,24,,away,#041E42,#031834,Stanford,20,,home,#9D2235,#7d1b2a,California,Stanford,Pac-12,Pac-12
13,"Saturday, November 23, 2019",Wisconsin,45,12.0,home,#BA0C2F,#940925,Purdue,24,,away,#010101,#000,Wisconsin,Purdue,Big Ten,Big Ten
13,"Saturday, November 23, 2019",New Mexico St.,44,,home,#861F41,#6b1834,UTEP,35,,away,#041E42,#031834,New Mexico State,UTEP,,Conference USA
13,"Saturday, November 23, 2019",Louisville,56,,home,#BA0C2F,#940925,Syracuse,34,,away,#DC4405,#b03604,Louisville,Syracuse,Atlantic Coast,Atlantic Coast
13,"Saturday, November 23, 2019",Memphis,49,18.0,away,#012169,#001a54,South Fla.,10,,home,#006747,#005238,Memphis,South Florida,American Athletic Conference,American Athletic Conference
13,"Saturday, November 23, 2019",Middle Tenn.,38,,home,#005EB8,#004b93,Old Dominion,17,,away,#003057,#002645,Middle Tennessee,Old Dominion,Conference USA,
13,"Saturday, November 23, 2019",Louisiana,53,,home,#C8102E,#a00c24,Troy,3,,away,#9D2235,#7d1b2a,Louisiana-Lafayette,Troy,Sun Belt,Sun Belt
13,"Saturday, November 23, 2019",La.-Monroe,45,,home,#6F2C3F,#582332,Coastal Carolina,42,,away,#007377,#005c5f,Louisiana-Monroe,Coastal Carolina,Sun Belt,Sun Belt
13,"Saturday, November 23, 2019",Fla. Atlantic,40,,away,#002855,#002044,UTSA,26,,home,#0C2340,#091c33,Florida Atlantic,UTSA,Conference USA,Conference USA
13,"Saturday, November 23, 2019",Kansas St.,30,,away,#582C83,#462368,Texas Tech,27,,home,#DA291C,#ae2016,Kansas State,Texas Tech,Big 12,Big 12
13,"Saturday, November 23, 2019",LSU,56,1.0,home,#582C83,#462368,Arkansas,20,,away,#9D2235,#7d1b2a,LSU,Arkansas,Southeastern,Southeastern
13,"Saturday, November 23, 2019",Cincinnati,15,19.0,home,#C8102E,#a00c24,Temple,13,,away,#b30838,#8f062c,Cincinnati,Temple,American Athletic Conference,American Athletic Conference
13,"Saturday, November 23, 2019",FIU,30,,home,#041E42,#031834,Miami (FL),24,,away,#154734,#103829,Florida International,Miami (FL),Conference USA,Atlantic Coast
13,"Saturday, November 23, 2019",Tennessee,24,,away,#FF8200,#cc6800,Missouri,20,,home,#010101,#000,Tennessee,Missouri,Southeastern,Southeastern
13,"Saturday, November 23, 2019",Wake Forest,39,,home,#010101,#000,Duke,27,,away,#002D72,#00245b,Wake Forest,Duke,Atlantic Coast,Atlantic Coast
13,"Saturday, November 23, 2019",Mississippi St.,45,,home,#6F2C3F,#582332,Abilene Christian,7,,away,#582C83,#462368,Mississippi State,Abilene Christian,Southeastern,
13,"Saturday, November 23, 2019",Houston,24,,away,#C8102E,#a00c24,Tulsa,14,,home,#002D72,#00245b,Houston,Tulsa,American Athletic Conference,American Athletic Conference
13,"Saturday, November 23, 2019",Arizona St.,31,,home,#7D2248,#641b39,Oregon,28,6.0,away,#173F35,#12322a,Arizona State,Oregon,Pac-12,Pac-12
13,"Saturday, November 23, 2019",Oklahoma,28,9.0,home,#9D2235,#7d1b2a,TCU,24,,away,#582C83,#462368,Oklahoma,TCU,Big 12,Big 12
13,"Saturday, November 23, 2019",Washington St.,54,,home,#9D2235,#7d1b2a,Oregon St.,53,,away,#DC4405,#b03604,Washington State,Oregon State,Pac-12,Pac-12
13,"Saturday, November 23, 2019",Colorado,20,,home,#010101,#000,Washington,14,,away,#330072,#28005b,Colorado,Washington,Pac-12,Pac-12
13,"Saturday, November 23, 2019",Utah,35,7.0,away,#BA0C2F,#940925,Arizona,7,,home,#00205B,#001948,Utah,Arizona,Pac-12,Pac-12
13,"Saturday, November 23, 2019",Nevada,35,,away,#041E42,#031834,Fresno St.,28,,home,#D50032,#aa0028,Nevada,Fresno State,Mountain West,Mountain West
13,"Saturday, November 23, 2019",Boise St.,56,20.0,away,#0032A0,#002880,Utah St.,21,,home,#00263A,#001e2e,Boise State,Utah State,Mountain West,Mountain West
13,"Sunday, November 24, 2019",Hawaii,14,,home,#154734,#103829,San Diego St.,11,,away,#A6192E,#841424,Hawaii,San Diego State,Mountain West,Mountain West
14,"Tuesday, November 26, 2019",Ohio,52,,away,#2C5234,#234129,Akron,3,,home,#041E42,#031834,Ohio,Akron,Mid-American,Mid-American
14,"Tuesday, November 26, 2019",Northern Ill.,17,,home,#BA0C2F,#940925,Western Mich.,14,,away,#693F23,#54321c,Northern Illinois,Western Michigan,Mid-American,Mid-American
14,"Thursday, November 28, 2019",Mississippi St.,21,,home,#6F2C3F,#582332,Ole Miss,20,,away,#00205B,#001948,Mississippi State,Ole Miss,Southeastern,Southeastern
14,"Friday, November 29, 2019",Virginia,39,,home,#232D4B,#1c243c,Virginia Tech,30,24.0,away,#861F41,#6b1834,Virginia,Virginia Tech,Atlantic Coast,Atlantic Coast
14,"Friday, November 29, 2019",Buffalo,49,,home,#0057B8,#004593,Bowling Green,7,,away,#FE5000,#cb4000,Buffalo,Bowling Green,Mid-American,Mid-American
14,"Friday, November 29, 2019",Ball St.,41,,home,#BA0C2F,#940925,Miami (OH),27,,away,#C8102E,#a00c24,Ball State,Miami (OH),Mid-American,Mid-American
14,"Friday, November 29, 2019",Kent St.,34,,away,#00205B,#001948,Eastern Mich.,26,,home,#046A38,#03542c,Kent State,Eastern Michigan,Mid-American,Mid-American
14,"Friday, November 29, 2019",Texas,49,,home,#CB6015,#a24c10,Texas Tech,24,,away,#DA291C,#ae2016,Texas,Texas Tech,Big 12,Big 12
14,"Friday, November 29, 2019",Central Mich.,49,,home,#6F263D,#581e30,Toledo,7,,away,#00205B,#001948,Central Michigan,Toledo,Mid-American,Mid-American
14,"Friday, November 29, 2019",Missouri,24,,away,#010101,#000,Arkansas,14,,home,#9D2235,#7d1b2a,Missouri,Arkansas,Southeastern,Southeastern
14,"Friday, November 29, 2019",Iowa,27,17.0,away,#010101,#000,Nebraska,24,,home,#C8102E,#a00c24,Iowa,Nebraska,Big Ten,Big Ten
14,"Friday, November 29, 2019",Memphis,34,18.0,home,#012169,#001a54,Cincinnati,24,19.0,away,#C8102E,#a00c24,Memphis,Cincinnati,American Athletic Conference,American Athletic Conference
14,"Friday, November 29, 2019",Boise St.,31,20.0,away,#0032A0,#002880,Colorado St.,24,,home,#2C5234,#234129,Boise State,Colorado State,Mountain West,Mountain West
14,"Friday, November 29, 2019",Washington,31,,home,#330072,#28005b,Washington St.,13,,away,#9D2235,#7d1b2a,Washington,Washington State,Pac-12,Pac-12
14,"Friday, November 29, 2019",West Virginia,20,,away,#002855,#002044,TCU,17,,home,#582C83,#462368,West Virginia,TCU,Big 12,Big 12
14,"Friday, November 29, 2019",South Alabama,34,,home,#BF0D3E,#980a31,Arkansas St.,30,,away,#C8102E,#a00c24,South Alabama,Arkansas State,Sun Belt,Sun Belt
14,"Friday, November 29, 2019",Appalachian St.,48,25.0,away,#010101,#000,Troy,13,,home,#9D2235,#7d1b2a,Appalachian State,Troy,Sun Belt,Sun Belt
14,"Friday, November 29, 2019",UCF,34,,home,#010101,#000,South Fla.,7,,away,#006747,#005238,UCF,South Florida,American Athletic Conference,American Athletic Conference
14,"Saturday, November 30, 2019",Tulsa,49,,away,#002D72,#00245b,East Carolina,24,,home,#582C83,#462368,Tulsa,East Carolina,American Athletic Conference,American Athletic Conference
14,"Saturday, November 30, 2019",Georgia,52,4.0,away,#DA291C,#ae2016,Georgia Tech,7,,home,#B3A369,#8f8254,Georgia,Georgia Tech,Southeastern,Atlantic Coast
14,"Saturday, November 30, 2019",Kentucky,45,,home,#0032A0,#002880,Louisville,13,,away,#BA0C2F,#940925,Kentucky,Louisville,Southeastern,Atlantic Coast
14,"Saturday, November 30, 2019",Clemson,38,3.0,away,#FF6720,#cc5219,South Carolina,3,,home,#862633,#6b1e28,Clemson,South Carolina,Atlantic Coast,Southeastern
14,"Saturday, November 30, 2019",Coastal Carolina,24,,home,#007377,#005c5f,Texas St.,21,,away,#572932,#452028,Coastal Carolina,Texas State,Sun Belt,Sun Belt
14,"Saturday, November 30, 2019",Northwestern,29,,away,#4E2A84,#3e2169,Illinois,10,,home,#E04E39,#b33e2d,Northwestern,Illinois,Big Ten,Big Ten
14,"Saturday, November 30, 2019",Marshall,30,,home,#00B140,#008d33,FIU,27,,away,#041E42,#031834,Marshall,Florida International,Conference USA,Conference USA
14,"Saturday, November 30, 2019",Ohio St.,56,1.0,away,#BA0C2F,#940925,Michigan,27,13.0,home,#041E42,#031834,Ohio State,Michigan,Big Ten,Big Ten
14,"Saturday, November 30, 2019",Indiana,44,,away,#9D2235,#7d1b2a,Purdue,41,,home,#010101,#000,Indiana,Purdue,Big Ten,Big Ten
14,"Saturday, November 30, 2019",Syracuse,39,,home,#DC4405,#b03604,Wake Forest,30,,away,#010101,#000,Syracuse,Wake Forest,Atlantic Coast,Atlantic Coast
14,"Saturday, November 30, 2019",Air Force,20,,home,#0032A0,#002880,Wyoming,6,,away,#4E3629,#3e2b20,Air Force,Wyoming,Mountain West,Mountain West
14,"Saturday, November 30, 2019",Charlotte,38,,away,#046A38,#03542c,Old Dominion,22,,home,#003057,#002645,Charlotte,Old Dominion,Conference USA,
14,"Saturday, November 30, 2019",Liberty,49,,home,#A6192E,#841424,New Mexico St.,28,,away,#861F41,#6b1834,Liberty,New Mexico State,Independents(FBS),
14,"Saturday, November 30, 2019",Western Ky.,31,,home,#C8102E,#a00c24,Middle Tenn.,26,,away,#005EB8,#004b93,Western Kentucky,Middle Tennessee,Conference USA,Conference USA
14,"Saturday, November 30, 2019",Rice,30,,away,#00205B,#001948,UTEP,16,,home,#041E42,#031834,Rice,UTEP,Conference USA,Conference USA
14,"Saturday, November 30, 2019",UNLV,33,,away,#C8102E,#a00c24,Nevada,30,,home,#041E42,#031834,UNLV,Nevada,Mountain West,Mountain West
14,"Saturday, November 30, 2019",Michigan St.,19,,home,#173F35,#12322a,Maryland,16,,away,#C8102E,#a00c24,Michigan State,Maryland,Big Ten,Big Ten
14,"Saturday, November 30, 2019",Duke,27,,home,#002D72,#00245b,Miami (FL),17,,away,#154734,#103829,Duke,Miami (FL),Atlantic Coast,Atlantic Coast
14,"Saturday, November 30, 2019",Boston College,26,,away,#862633,#6b1e28,Pittsburgh,19,,home,#003594,#002a76,Boston College,Pittsburgh,Atlantic Coast,Atlantic Coast
14,"Saturday, November 30, 2019",Auburn,48,15.0,home,#0C2340,#091c33,Alabama,45,5.0,away,#9D2235,#7d1b2a,Auburn,Alabama,Southeastern,Southeastern
14,"Saturday, November 30, 2019",Penn St.,27,10.0,home,#041E42,#031834,Rutgers,6,,away,#C8102E,#a00c24,Penn State,Rutgers,Big Ten,Big Ten
14,"Saturday, November 30, 2019",Wisconsin,38,12.0,away,#BA0C2F,#940925,Minnesota,17,8.0,home,#861F41,#6b1834,Wisconsin,Minnesota,Big Ten,Big Ten
14,"Saturday, November 30, 2019",Louisiana Tech,41,,home,#003087,#00266c,UTSA,27,,away,#0C2340,#091c33,Louisiana Tech,UTSA,Conference USA,Conference USA
14,"Saturday, November 30, 2019",Baylor,61,9.0,away,#1D3C34,#173029,Kansas,6,,home,#003DA5,#003084,Baylor,Kansas,Big 12,Big 12
