week,date,winner_team,winner_score,winner_rank,winner_side,winner_primary_color,winner_secondary_color,loser_team,loser_score,loser_rank,loser_side,loser_primary_color,loser_secondary_color,winner_team_clean,loser_team_clean,winner_conference,loser_conference
5,"Saturday, September 28, 2019",Oklahoma St.,26,,home,#E35205,#b54104,Kansas St.,13,24.0,away,#582C83,#462368,Oklahoma State,Kansas State,Big 12,Big 12
5,"Saturday, September 28, 2019",Louisiana Tech,23,,away,#003087,#00266c,Rice,20,,home,#00205B,#001948,Louisiana Tech,Rice,Conference USA,Conference USA
5,"Saturday, September 28, 2019",Western Ky.,20,,home,#C8102E,#a00c24,UAB,13,,away,#006341,#004f34,Western Kentucky,UAB,Conference USA,Conference USA
5,"Saturday, September 28, 2019",La.-Monroe,30,,home,#6F2C3F,#582332,South Alabama,17,,away,#BF0D3E,#980a31,Louisiana-Monroe,South Alabama,Sun Belt,Sun Belt
5,"Saturday, September 28, 2019",Auburn,56,7.0,home,#0C2340,#091c33,Mississippi St.,23,,away,#6F2C3F,#582332,Auburn,Mississippi State,Southeastern,Southeastern
5,"Saturday, September 28, 2019",UCF,56,22.0,home,#010101,#000,UConn,21,,away,#0C2340,#091c33,UCF,Connecticut,American Athletic Conference,
5,"Saturday, September 28, 2019",Stanford,31,,away,#9D2235,#7d1b2a,Oregon St.,28,,home,#DC4405,#b03604,Stanford,Oregon State,Pac-12,Pac-12
5,"Saturday, September 28, 2019",Southern Miss.,31,,home,#010101,#000,UTEP,13,,away,#041E42,#031834,Southern Miss,UTEP,Conference USA,Conference USA
5,"Saturday, September 28, 2019",South Carolina,24,,home,#862633,#6b1e28,Kentucky,7,,away,#0032A0,#002880,South Carolina,Kentucky,Southeastern,Southeastern
5,"Saturday, September 28, 2019",Utah St.,34,,home,#00263A,#001e2e,Colorado St.,24,,away,#2C5234,#234129,Utah State,Colorado State,Mountain West,Mountain West
5,"Saturday, September 28, 2019",Ohio St.,48,5.0,away,#BA0C2F,#940925,Nebraska,7,,home,#C8102E,#a00c24,Ohio State,Nebraska,Big Ten,Big Ten
5,"Saturday, September 28, 2019",Florida St.,31,,home,#782F40,#602533,NC State,13,,away,#C8102E,#a00c24,Florida State,North Carolina State,Atlantic Coast,Atlantic Coast
5,"Saturday, September 28, 2019",Wyoming,53,,home,#4E3629,#3e2b20,UNLV,17,,away,#C8102E,#a00c24,Wyoming,UNLV,Mountain West,Mountain West
5,"Saturday, September 28, 2019",Houston,46,,away,#C8102E,#a00c24,North Texas,25,,home,#007A33,#006128,Houston,North Texas,American Athletic Conference,Conference USA
5,"Saturday, September 28, 2019",Fresno St.,30,,away,#D50032,#aa0028,New Mexico St.,17,,home,#861F41,#6b1834,Fresno State,New Mexico State,Mountain West,
5,"Saturday, September 28, 2019",Utah,38,19.0,home,#BA0C2F,#940925,Washington St.,13,,away,#9D2235,#7d1b2a,Utah,Washington State,Pac-12,Pac-12
5,"Saturday, September 28, 2019",Arizona,20,,home,#00205B,#001948,UCLA,17,,away,#0072CE,#005ba4,Arizona,UCLA,Pac-12,Pac-12
5,"Saturday, September 28, 2019",Hawaii,54,,away,#154734,#103829,Nevada,3,,home,#041E42,#031834,Hawaii,Nevada,Mountain West,Mountain West
6,"Thursday, October 03, 2019",Ga. Southern,20,,away,#041E42,#031834,South Alabama,17,,home,#BF0D3E,#980a31,Georgia Southern,South Alabama,Sun Belt,Sun Belt
6,"Thursday, October 03, 2019",Temple,27,,away,#b30838,#8f062c,East Carolina,17,,home,#582C83,#462368,Temple,East Carolina,American Athletic Conference,American Athletic Conference
6,"Friday, October 04, 2019",Cincinnati,27,,home,#C8102E,#a00c24,UCF,24,18.0,away,#010101,#000,Cincinnati,UCF,American Athletic Conference,American Athletic Conference
6,"Friday, October 04, 2019",San Jose St.,32,,home,#0032A0,#002880,New Mexico,21,,away,#BA0C2F,#940925,San Jose State,New Mexico,Mountain West,Mountain West
6,"Saturday, October 05, 2019",Texas Tech,45,,home,#DA291C,#ae2016,Oklahoma St.,35,21.0,away,#E35205,#b54104,Texas Tech,Oklahoma State,Big 12,Big 12
6,"Saturday, October 05, 2019",Wisconsin,48,8.0,home,#BA0C2F,#940925,Kent St.,0,,away,#00205B,#001948,Wisconsin,Kent State,Big Ten,Mid-American
6,"Saturday, October 05, 2019",Maryland,48,,away,#C8102E,#a00c24,Rutgers,7,,home,#C8102E,#a00c24,Maryland,Rutgers,Big Ten,Big Ten
6,"Saturday, October 05, 2019",LSU,42,5.0,home,#582C83,#462368,Utah St.,6,,away,#00263A,#001e2e,LSU,Utah State,Southeastern,Mountain West
6,"Saturday, October 05, 2019",Penn St.,35,12.0,home,#041E42,#031834,Purdue,7,,away,#010101,#000,Penn State,Purdue,Big Ten,Big Ten
6,"Saturday, October 05, 2019",Oklahoma,45,6.0,away,#9D2235,#7d1b2a,Kansas,20,,home,#003DA5,#003084,Oklahoma,Kansas,Big 12,Big 12
6,"Saturday, October 05, 2019",Tulane,42,,away,#006747,#005238,Army West Point,33,,home,#010101,#000,Tulane,Army,American Athletic Conference,Independents(FBS)
6,"Saturday, October 05, 2019",South Fla.,48,,away,#006747,#005238,UConn,22,,home,#0C2340,#091c33,South Florida,Connecticut,American Athletic Conference,
6,"Saturday, October 05, 2019",Michigan,10,19.0,home,#041E42,#031834,Iowa,3,14.0,away,#010101,#000,Michigan,Iowa,Big Ten,Big Ten
6,"Saturday, October 05, 2019",Louisville,41,,home,#BA0C2F,#940925,Boston College,39,,away,#862633,#6b1e28,Louisville,Boston College,Atlantic Coast,Atlantic Coast
6,"Saturday, October 05, 2019",Iowa St.,49,,home,#A6192E,#841424,TCU,24,,away,#582C83,#462368,Iowa State,TCU,Big 12,Big 12
6,"Saturday, October 05, 2019",Central Mich.,42,,home,#6F263D,#581e30,Eastern Mich.,16,,away,#046A38,#03542c,Central Michigan,Eastern Michigan,Mid-American,Mid-American
6,"Saturday, October 05, 2019",Virginia Tech,42,,away,#861F41,#6b1834,Miami (FL),35,,home,#154734,#103829,Virginia Tech,Miami (FL),Atlantic Coast,Atlantic Coast
6,"Saturday, October 05, 2019",Georgia St.,52,,home,#0032A0,#002880,Arkansas St.,38,,away,#C8102E,#a00c24,Georgia State,Arkansas State,Sun Belt,Sun Belt
6,"Saturday, October 05, 2019",Ball St.,27,,away,#BA0C2F,#940925,Northern Ill.,20,,home,#BA0C2F,#940925,Ball State,Northern Illinois,Mid-American,Mid-American
6,"Saturday, October 05, 2019",Notre Dame,52,9.0,home,#0C2340,#091c33,Bowling Green,0,,away,#FE5000,#cb4000,Notre Dame,Bowling Green,Atlantic Coast,Mid-American
6,"Saturday, October 05, 2019",Ohio,21,,away,#2C5234,#234129,Buffalo,20,,home,#0057B8,#004593,Ohio,Buffalo,Mid-American,Mid-American
6,"Saturday, October 05, 2019",Navy,34,,home,#00205B,#001948,Air Force,25,,away,#0032A0,#002880,Navy,Air Force,American Athletic Conference,Mountain West
6,"Saturday, October 05, 2019",Middle Tenn.,24,,home,#005EB8,#004b93,Marshall,13,,away,#00B140,#008d33,Middle Tennessee,Marshall,Conference USA,Conference USA
6,"Saturday, October 05, 2019",Toledo,31,,home,#00205B,#001948,Western Mich.,24,,away,#693F23,#54321c,Toledo,Western Michigan,Mid-American,Mid-American
6,"Saturday, October 05, 2019",Florida,24,10.0,home,#003087,#00266c,Auburn,13,7.0,away,#0C2340,#091c33,Florida,Auburn,Southeastern,Southeastern
6,"Saturday, October 05, 2019",Texas,42,11.0,away,#CB6015,#a24c10,West Virginia,31,,home,#002855,#002044,Texas,West Virginia,Big 12,Big 12
6,"Saturday, October 05, 2019",Minnesota,40,,home,#861F41,#6b1834,Illinois,17,,away,#E04E39,#b33e2d,Minnesota,Illinois,Big Ten,Big Ten
6,"Saturday, October 05, 2019",Baylor,31,,away,#1D3C34,#173029,Kansas St.,12,,home,#582C83,#462368,Baylor,Kansas State,Big 12,Big 12
6,"Saturday, October 05, 2019",Memphis,52,,away,#012169,#001a54,La.-Monroe,33,,home,#6F2C3F,#582332,Memphis,Louisiana-Monroe,American Athletic Conference,Sun Belt
6,"Saturday, October 05, 2019",North Carolina,38,,away,#7BAFD4,#628ca9,Georgia Tech,22,,home,#B3A369,#8f8254,North Carolina,Georgia Tech,Atlantic Coast,Atlantic Coast
6,"Saturday, October 05, 2019",Nebraska,13,,home,#C8102E,#a00c24,Northwestern,10,,away,#4E2A84,#3e2169,Nebraska,Northwestern,Big Ten,Big Ten
6,"Saturday, October 05, 2019",Missouri,42,,home,#010101,#000,Troy,10,,away,#9D2235,#7d1b2a,Missouri,Troy,Southeastern,Sun Belt
6,"Saturday, October 05, 2019",Arizona,35,,away,#00205B,#001948,Colorado,30,,home,#010101,#000,Arizona,Colorado,Pac-12,Pac-12
6,"Saturday, October 05, 2019",Western Ky.,20,,away,#C8102E,#a00c24,Old Dominion,3,,home,#003057,#002645,Western Kentucky,Old Dominion,Conference USA,
6,"Saturday, October 05, 2019",UAB,35,,home,#006341,#004f34,Rice,20,,away,#00205B,#001948,UAB,Rice,Conference USA,Conference USA
6,"Saturday, October 05, 2019",FIU,44,,home,#041E42,#031834,Massachusetts,0,,away,#971B2F,#781525,Florida International,Massachusetts,Conference USA,Independents(FBS)
6,"Saturday, October 05, 2019",Georgia,43,3.0,away,#DA291C,#ae2016,Tennessee,14,,home,#FF8200,#cc6800,Georgia,Tennessee,Southeastern,Southeastern
6,"Saturday, October 05, 2019",Ole Miss,31,,home,#00205B,#001948,Vanderbilt,6,,away,#010101,#000,Ole Miss,Vanderbilt,Southeastern,Southeastern
6,"Saturday, October 05, 2019",Ohio St.,34,4.0,home,#BA0C2F,#940925,Michigan St.,10,25.0,away,#173F35,#12322a,Ohio State,Michigan State,Big Ten,Big Ten
6,"Saturday, October 05, 2019",SMU,43,24.0,home,#C8102E,#a00c24,Tulsa,37,,away,#002D72,#00245b,SMU,Tulsa,American Athletic Conference,American Athletic Conference
6,"Saturday, October 05, 2019",UTSA,26,,away,#0C2340,#091c33,UTEP,16,,home,#041E42,#031834,UTSA,UTEP,Conference USA,Conference USA
6,"Saturday, October 05, 2019",Liberty,20,,away,#A6192E,#841424,New Mexico St.,13,,home,#861F41,#6b1834,Liberty,New Mexico State,Independents(FBS),
6,"Saturday, October 05, 2019",Pittsburgh,33,,away,#003594,#002a76,Duke,30,,home,#002D72,#00245b,Pittsburgh,Duke,Atlantic Coast,Atlantic Coast
6,"Saturday, October 05, 2019",Oregon,17,13.0,home,#173F35,#12322a,California,7,,away,#041E42,#031834,Oregon,California,Pac-12,Pac-12
6,"Saturday, October 05, 2019",Oregon St.,48,,away,#DC4405,#b03604,UCLA,31,,home,#0072CE,#005ba4,Oregon State,UCLA,Pac-12,Pac-12
6,"Saturday, October 05, 2019",San Diego St.,24,,away,#A6192E,#841424,Colorado St.,10,,home,#2C5234,#234129,San Diego State,Colorado State,Mountain West,Mountain West
6,"Saturday, October 05, 2019",Boise St.,38,16.0,away,#0032A0,#002880,UNLV,13,,home,#C8102E,#a00c24,Boise State,UNLV,Mountain West,Mountain West
6,"Saturday, October 05, 2019",Stanford,23,,home,#9D2235,#7d1b2a,Washington,13,15.0,away,#330072,#28005b,Stanford,Washington,Pac-12,Pac-12
7,"Wednesday, October 09, 2019",Appalachian St.,17,,away,#010101,#000,Louisiana,7,,home,#C8102E,#a00c24,Appalachian State,Louisiana-Lafayette,Sun Belt,Sun Belt
7,"Thursday, October 10, 2019",NC State,16,,home,#C8102E,#a00c24,Syracuse,10,,away,#DC4405,#b03604,North Carolina State,Syracuse,Atlantic Coast,Atlantic Coast
7,"Thursday, October 10, 2019",La.-Monroe,24,,away,#6F2C3F,#582332,Texas St.,14,,home,#572932,#452028,Louisiana-Monroe,Texas State,Sun Belt,Sun Belt
7,"Friday, October 11, 2019",Miami (FL),17,,home,#154734,#103829,Virginia,9,20.0,away,#232D4B,#1c243c,Miami (FL),Virginia,Atlantic Coast,Atlantic Coast
7,"Friday, October 11, 2019",Colorado St.,35,,away,#2C5234,#234129,New Mexico,21,,home,#BA0C2F,#940925,Colorado State,New Mexico,Mountain West,Mountain West
7,"Friday, October 11, 2019",Oregon,45,13.0,home,#173F35,#12322a,Colorado,3,,away,#010101,#000,Oregon,Colorado,Pac-12,Pac-12
7,"Saturday, October 12, 2019",South Carolina,20,,away,#862633,#6b1e28,Georgia,17,3.0,home,#DA291C,#ae2016,South Carolina,Georgia,Southeastern,Southeastern
7,"Saturday, October 12, 2019",Temple,30,,home,#b30838,#8f062c,Memphis,28,23.0,away,#012169,#001a54,Temple,Memphis,American Athletic Conference,American Athletic Conference
7,"Saturday, October 12, 2019",Oklahoma,34,6.0,away,#9D2235,#7d1b2a,Texas,27,11.0,home,#CB6015,#a24c10,Oklahoma,Texas,Big 12,Big 12
7,"Saturday, October 12, 2019",Bowling Green,20,,home,#FE5000,#cb4000,Toledo,7,,away,#00205B,#001948,Bowling Green,Toledo,Mid-American,Mid-American
7,"Saturday, October 12, 2019",Michigan,42,16.0,away,#041E42,#031834,Illinois,25,,home,#E04E39,#b33e2d,Michigan,Illinois,Big Ten,Big Ten
7,"Saturday, October 12, 2019",Western Mich.,38,,home,#693F23,#54321c,Miami (OH),16,,away,#C8102E,#a00c24,Western Michigan,Miami (OH),Mid-American,Mid-American
7,"Saturday, October 12, 2019",Tennessee,20,,home,#FF8200,#cc6800,Mississippi St.,10,,away,#6F2C3F,#582332,Tennessee,Mississippi State,Southeastern,Southeastern
7,"Saturday, October 12, 2019",Purdue,40,,home,#010101,#000,Maryland,14,,away,#C8102E,#a00c24,Purdue,Maryland,Big Ten,Big Ten
7,"Saturday, October 12, 2019",Indiana,35,,home,#9D2235,#7d1b2a,Rutgers,0,,away,#C8102E,#a00c24,Indiana,Rutgers,Big Ten,Big Ten
7,"Saturday, October 12, 2019",Duke,41,,home,#002D72,#00245b,Georgia Tech,23,,away,#B3A369,#8f8254,Duke,Georgia Tech,Atlantic Coast,Atlantic Coast
7,"Saturday, October 12, 2019",Ball St.,29,,away,#BA0C2F,#940925,Eastern Mich.,23,,home,#046A38,#03542c,Ball State,Eastern Michigan,Mid-American,Mid-American
7,"Saturday, October 12, 2019",Marshall,31,,home,#00B140,#008d33,Old Dominion,17,,away,#003057,#002645,Marshall,Old Dominion,Conference USA,
7,"Saturday, October 12, 2019",Central Mich.,42,,home,#6F263D,#581e30,New Mexico St.,28,,away,#861F41,#6b1834,Central Michigan,New Mexico State,Mid-American,
7,"Saturday, October 12, 2019",Kent St.,26,,away,#00205B,#001948,Akron,3,,home,#041E42,#031834,Kent State,Akron,Mid-American,Mid-American
7,"Saturday, October 12, 2019",Northern Ill.,39,,away,#BA0C2F,#940925,Ohio,36,,home,#2C5234,#234129,Northern Illinois,Ohio,Mid-American,Mid-American
7,"Saturday, October 12, 2019",Cincinnati,38,25.0,away,#C8102E,#a00c24,Houston,23,,home,#C8102E,#a00c24,Cincinnati,Houston,American Athletic Conference,American Athletic Conference
7,"Saturday, October 12, 2019",Clemson,45,2.0,home,#FF6720,#cc5219,Florida St.,14,,away,#782F40,#602533,Clemson,Florida State,Atlantic Coast,Atlantic Coast
7,"Saturday, October 12, 2019",South Fla.,27,,home,#006747,#005238,BYU,23,,away,#002E5D,#00244a,South Florida,Brigham Young,American Athletic Conference,Independents(FBS)
7,"Saturday, October 12, 2019",Alabama,47,1.0,away,#9D2235,#7d1b2a,Texas A&M,28,24.0,home,#500000,#400000,Alabama,Texas A&M,Southeastern,Southeastern
7,"Saturday, October 12, 2019",Arizona St.,38,18.0,home,#7D2248,#641b39,Washington St.,34,,away,#9D2235,#7d1b2a,Arizona State,Washington State,Pac-12,Pac-12
7,"Saturday, October 12, 2019",Wisconsin,38,8.0,home,#BA0C2F,#940925,Michigan St.,0,,away,#173F35,#12322a,Wisconsin,Michigan State,Big Ten,Big Ten
7,"Saturday, October 12, 2019",Tulane,49,,home,#006747,#005238,UConn,7,,away,#0C2340,#091c33,Tulane,Connecticut,American Athletic Conference,
7,"Saturday, October 12, 2019",Fla. Atlantic,28,,home,#002855,#002044,Middle Tenn.,13,,away,#005EB8,#004b93,Florida Atlantic,Middle Tennessee,Conference USA,Conference USA
7,"Saturday, October 12, 2019",Nevada,41,,home,#041E42,#031834,San Jose St.,38,,away,#0032A0,#002880,Nevada,San Jose State,Mountain West,Mountain West
7,"Saturday, October 12, 2019",UNLV,34,,away,#C8102E,#a00c24,Vanderbilt,10,,home,#010101,#000,UNLV,Vanderbilt,Mountain West,Southeastern
7,"Saturday, October 12, 2019",Virginia Tech,34,,home,#861F41,#6b1834,Rhode Island,17,,away,#041E42,#031834,Virginia Tech,Rhode Island,Atlantic Coast,
7,"Saturday, October 12, 2019",Iowa St.,38,,away,#A6192E,#841424,West Virginia,14,,home,#002855,#002044,Iowa State,West Virginia,Big 12,Big 12
7,"Saturday, October 12, 2019",Baylor,33,22.0,home,#1D3C34,#173029,Texas Tech,30,,away,#DA291C,#ae2016,Baylor,Texas Tech,Big 12,Big 12
7,"Saturday, October 12, 2019",Georgia St.,31,,away,#0032A0,#002880,Coastal Carolina,21,,home,#007377,#005c5f,Georgia State,Coastal Carolina,Sun Belt,Sun Belt
7,"Saturday, October 12, 2019",UAB,33,,away,#006341,#004f34,UTSA,14,,home,#0C2340,#091c33,UAB,UTSA,Conference USA,Conference USA
7,"Saturday, October 12, 2019",Southern Miss.,45,,home,#010101,#000,North Texas,27,,away,#007A33,#006128,Southern Miss,North Texas,Conference USA,Conference USA
7,"Saturday, October 12, 2019",FIU,48,,home,#041E42,#031834,Charlotte,23,,away,#046A38,#03542c,Florida International,Charlotte,Conference USA,Conference USA
7,"Saturday, October 12, 2019",Louisiana Tech,69,,home,#003087,#00266c,Massachusetts,21,,away,#971B2F,#781525,Louisiana Tech,Massachusetts,Conference USA,Independents(FBS)
7,"Saturday, October 12, 2019",Missouri,38,,home,#010101,#000,Ole Miss,27,,away,#00205B,#001948,Missouri,Ole Miss,Southeastern,Southeastern
7,"Saturday, October 12, 2019",Western Ky.,17,,home,#C8102E,#a00c24,Army West Point,8,,away,#010101,#000,Western Kentucky,Army,Conference USA,Independents(FBS)
7,"Saturday, October 12, 2019",Air Force,43,,home,#0032A0,#002880,Fresno St.,24,,away,#D50032,#aa0028,Air Force,Fresno State,Mountain West,Mountain West
7,"Saturday, October 12, 2019",Penn St.,17,10.0,away,#041E42,#031834,Iowa,12,17.0,home,#010101,#000,Penn State,Iowa,Big Ten,Big Ten
7,"Saturday, October 12, 2019",Navy,45,,away,#00205B,#001948,Tulsa,17,,home,#002D72,#00245b,Navy,Tulsa,American Athletic Conference,American Athletic Conference
7,"Saturday, October 12, 2019",Minnesota,34,,home,#861F41,#6b1834,Nebraska,7,,away,#C8102E,#a00c24,Minnesota,Nebraska,Big Ten,Big Ten
7,"Saturday, October 12, 2019",Louisville,62,,away,#BA0C2F,#940925,Wake Forest,59,19.0,home,#010101,#000,Louisville,Wake Forest,Atlantic Coast,Atlantic Coast
7,"Saturday, October 12, 2019",Kentucky,24,,home,#0032A0,#002880,Arkansas,20,,away,#9D2235,#7d1b2a,Kentucky,Arkansas,Southeastern,Southeastern
7,"Saturday, October 12, 2019",Notre Dame,30,9.0,home,#0C2340,#091c33,Southern California,27,,away,#9D2235,#7d1b2a,Notre Dame,USC,Atlantic Coast,Pac-12
7,"Saturday, October 12, 2019",Utah,52,15.0,away,#BA0C2F,#940925,Oregon St.,7,,home,#DC4405,#b03604,Utah,Oregon State,Pac-12,Pac-12
7,"Saturday, October 12, 2019",LSU,42,5.0,home,#582C83,#462368,Florida,28,7.0,away,#003087,#00266c,LSU,Florida,Southeastern,Southeastern
7,"Saturday, October 12, 2019",Boise St.,59,14.0,home,#0032A0,#002880,Hawaii,37,,away,#154734,#103829,Boise State,Hawaii,Mountain West,Mountain West
7,"Saturday, October 12, 2019",San Diego St.,26,,home,#A6192E,#841424,Wyoming,22,,away,#4E3629,#3e2b20,San Diego State,Wyoming,Mountain West,Mountain West
7,"Saturday, October 12, 2019",Washington,51,,away,#330072,#28005b,Arizona,27,,home,#00205B,#001948,Washington,Arizona,Pac-12,Pac-12
8,"Wednesday, October 16, 2019",Troy,37,,home,#9D2235,#7d1b2a,South Alabama,13,,away,#BF0D3E,#980a31,Troy,South Alabama,Sun Belt,Sun Belt
8,"Thursday, October 17, 2019",Louisiana,37,,away,#C8102E,#a00c24,Arkansas St.,20,,home,#C8102E,#a00c24,Louisiana-Lafayette,Arkansas State,Sun Belt,Sun Belt
8,"Thursday, October 17, 2019",UCLA,34,,away,#0072CE,#005ba4,Stanford,16,,home,#9D2235,#7d1b2a,UCLA,Stanford,Pac-12,Pac-12
8,"Friday, October 18, 2019",Marshall,36,,away,#00B140,#008d33,Fla. Atlantic,31,,home,#002855,#002044,Marshall,Florida Atlantic,Conference USA,Conference USA
8,"Friday, October 18, 2019",Pittsburgh,27,,away,#003594,#002a76,Syracuse,20,,home,#DC4405,#b03604,Pittsburgh,Syracuse,Atlantic Coast,Atlantic Coast
8,"Friday, October 18, 2019",Ohio St.,52,4.0,away,#BA0C2F,#940925,Northwestern,3,,home,#4E2A84,#3e2169,Ohio State,Northwestern,Big Ten,Big Ten
8,"Friday, October 18, 2019",Fresno St.,56,,home,#D50032,#aa0028,UNLV,27,,away,#C8102E,#a00c24,Fresno State,UNLV,Mountain West,Mountain West
8,"Saturday, October 19, 2019",Illinois,24,,home,#E04E39,#b33e2d,Wisconsin,23,6.0,away,#BA0C2F,#940925,Illinois,Wisconsin,Big Ten,Big Ten
8,"Saturday, October 19, 2019",Ohio,45,,home,#2C5234,#234129,Kent St.,38,,away,#00205B,#001948,Ohio,Kent State,Mid-American,Mid-American
8,"Saturday, October 19, 2019",Iowa,26,23.0,home,#010101,#000,Purdue,20,,away,#010101,#000,Iowa,Purdue,Big Ten,Big Ten
8,"Saturday, October 19, 2019",Houston,24,,away,#C8102E,#a00c24,UConn,17,,home,#0C2340,#091c33,Houston,Connecticut,American Athletic Conference,
8,"Saturday, October 19, 2019",Boston College,45,,home,#862633,#6b1e28,NC State,24,,away,#C8102E,#a00c24,Boston College,North Carolina State,Atlantic Coast,Atlantic Coast
8,"Saturday, October 19, 2019",Georgia Tech,28,,away,#B3A369,#8f8254,Miami (FL),21,,home,#154734,#103829,Georgia Tech,Miami (FL),Atlantic Coast,Atlantic Coast
8,"Saturday, October 19, 2019",Iowa St.,34,,away,#A6192E,#841424,Texas Tech,24,,home,#DA291C,#ae2016,Iowa State,Texas Tech,Big 12,Big 12
8,"Saturday, October 19, 2019",Clemson,45,3.0,away,#FF6720,#cc5219,Louisville,10,,home,#BA0C2F,#940925,Clemson,Louisville,Atlantic Coast,Atlantic Coast
8,"Saturday, October 19, 2019",Florida,38,9.0,away,#003087,#00266c,South Carolina,27,,home,#862633,#6b1e28,Florida,South Carolina,Southeastern,Southeastern
8,"Saturday, October 19, 2019",Auburn,51,11.0,away,#0C2340,#091c33,Arkansas,10,,home,#9D2235,#7d1b2a,Auburn,Arkansas,Southeastern,Southeastern
8,"Saturday, October 19, 2019",Oklahoma,52,5.0,home,#9D2235,#7d1b2a,West Virginia,14,,away,#002855,#002044,Oklahoma,West Virginia,Big 12,Big 12
8,"Saturday, October 19, 2019",Central Mich.,38,,away,#6F263D,#581e30,Bowling Green,20,,home,#FE5000,#cb4000,Central Michigan,Bowling Green,Mid-American,Mid-American
8,"Saturday, October 19, 2019",Ball St.,52,,home,#BA0C2F,#940925,Toledo,14,,away,#00205B,#001948,Ball State,Toledo,Mid-American,Mid-American
8,"Saturday, October 19, 2019",Miami (OH),27,,home,#C8102E,#a00c24,Northern Ill.,24,,away,#BA0C2F,#940925,Miami (OH),Northern Illinois,Mid-American,Mid-American
8,"Saturday, October 19, 2019",Oregon St.,21,,away,#DC4405,#b03604,California,17,,home,#041E42,#031834,Oregon State,California,Pac-12,Pac-12
8,"Saturday, October 19, 2019",Kansas St.,24,,home,#582C83,#462368,TCU,17,,away,#582C83,#462368,Kansas State,TCU,Big 12,Big 12
8,"Saturday, October 19, 2019",Ga. Southern,30,,home,#041E42,#031834,Coastal Carolina,27,,away,#007377,#005c5f,Georgia Southern,Coastal Carolina,Sun Belt,Sun Belt
8,"Saturday, October 19, 2019",Wyoming,23,,home,#4E3629,#3e2b20,New Mexico,10,,away,#BA0C2F,#940925,Wyoming,New Mexico,Mountain West,Mountain West
8,"Saturday, October 19, 2019",LSU,36,2.0,away,#582C83,#462368,Mississippi St.,13,,home,#6F2C3F,#582332,LSU,Mississippi State,Southeastern,Southeastern
8,"Saturday, October 19, 2019",Indiana,34,,away,#9D2235,#7d1b2a,Maryland,28,,home,#C8102E,#a00c24,Indiana,Maryland,Big Ten,Big Ten
8,"Saturday, October 19, 2019",SMU,45,19.0,home,#C8102E,#a00c24,Temple,21,,away,#b30838,#8f062c,SMU,Temple,American Athletic Conference,American Athletic Conference
8,"Saturday, October 19, 2019",Oregon,35,12.0,away,#173F35,#12322a,Washington,31,25.0,home,#330072,#28005b,Oregon,Washington,Pac-12,Pac-12
8,"Saturday, October 19, 2019",Louisiana Tech,45,,home,#003087,#00266c,Southern Miss.,30,,away,#010101,#000,Louisiana Tech,Southern Miss,Conference USA,Conference USA
8,"Saturday, October 19, 2019",Minnesota,42,20.0,away,#861F41,#6b1834,Rutgers,7,,home,#C8102E,#a00c24,Minnesota,Rutgers,Big Ten,Big Ten
8,"Saturday, October 19, 2019",Cincinnati,24,21.0,home,#C8102E,#a00c24,Tulsa,13,,away,#002D72,#00245b,Cincinnati,Tulsa,American Athletic Conference,American Athletic Conference
8,"Saturday, October 19, 2019",Virginia,48,,home,#232D4B,#1c243c,Duke,14,,away,#002D72,#00245b,Virginia,Duke,Atlantic Coast,Atlantic Coast
8,"Saturday, October 19, 2019",Navy,35,,home,#00205B,#001948,South Fla.,3,,away,#006747,#005238,Navy,South Florida,American Athletic Conference,American Athletic Conference
8,"Saturday, October 19, 2019",Buffalo,21,,away,#0057B8,#004593,Akron,0,,home,#041E42,#031834,Buffalo,Akron,Mid-American,Mid-American
8,"Saturday, October 19, 2019",Virginia Tech,43,,home,#861F41,#6b1834,North Carolina,41,,away,#7BAFD4,#628ca9,Virginia Tech,North Carolina,Atlantic Coast,Atlantic Coast
8,"Saturday, October 19, 2019",Appalachian St.,52,24.0,home,#010101,#000,La.-Monroe,7,,away,#6F2C3F,#582332,Appalachian State,Louisiana-Monroe,Sun Belt,Sun Belt
8,"Saturday, October 19, 2019",North Texas,33,,home,#007A33,#006128,Middle Tenn.,30,,away,#005EB8,#004b93,North Texas,Middle Tennessee,Conference USA,Conference USA
8,"Saturday, October 19, 2019",Baylor,45,18.0,away,#1D3C34,#173029,Oklahoma St.,27,,home,#E35205,#b54104,Baylor,Oklahoma State,Big 12,Big 12
8,"Saturday, October 19, 2019",Western Ky.,30,,home,#C8102E,#a00c24,Charlotte,14,,away,#046A38,#03542c,Western Kentucky,Charlotte,Conference USA,Conference USA
8,"Saturday, October 19, 2019",Vanderbilt,21,,home,#010101,#000,Missouri,14,22.0,away,#010101,#000,Vanderbilt,Missouri,Southeastern,Southeastern
8,"Saturday, October 19, 2019",UAB,38,,home,#006341,#004f34,Old Dominion,14,,away,#003057,#002645,UAB,Old Dominion,Conference USA,
8,"Saturday, October 19, 2019",Georgia,21,10.0,home,#DA291C,#ae2016,Kentucky,0,,away,#0032A0,#002880,Georgia,Kentucky,Southeastern,Southeastern
8,"Saturday, October 19, 2019",UTSA,31,,home,#0C2340,#091c33,Rice,27,,away,#00205B,#001948,UTSA,Rice,Conference USA,Conference USA
8,"Saturday, October 19, 2019",Utah,21,13.0,home,#BA0C2F,#940925,Arizona St.,3,17.0,away,#7D2248,#641b39,Utah,Arizona State,Pac-12,Pac-12
