week,date,winner_team,winner_score,winner_rank,winner_side,winner_primary_color,winner_secondary_color,loser_team,loser_score,loser_rank,loser_side,loser_primary_color,loser_secondary_color
1,"Saturday, August 24, 2019",Florida,24,8,home,#003087,#00266c,Miami (FL),20,,away,#154734,#103829
1,"Saturday, August 24, 2019",Hawaii,45,,home,#154734,#103829,Arizona,38,,away,#00205B,#001948
1,"Thursday, August 29, 2019",Buffalo,38,,home,#0057B8,#004593,Robert Morris,10,,away,#041E42,#031834
1,"Thursday, August 29, 2019",Cincinnati,24,,home,#C8102E,#a00c24,UCLA,14,,away,#0072CE,#005ba4
1,"Thursday, August 29, 2019",Bowling Green,46,,home,#FE5000,#cb4000,Morgan St.,3,,away,#FC4C02,#c93c01
1,"Thursday, August 29, 2019",UConn,24,,home,#0C2340,#091c33,Wagner,21,,away,#034638,#02382c
1,"Thursday, August 29, 2019",Charlotte,49,,home,#046A38,#03542c,Gardner-Webb,28,,away,#A6192E,#841424
1,"Thursday, August 29, 2019",Central Ark.,35,,away,#582C83,#462368,Western Ky.,28,,home,#C8102E,#a00c24
1,"Thursday, August 29, 2019",UCF,62,17,home,#010101,#000,Florida A&M,0,,away,#FF8200,#cc6800
1,"Thursday, August 29, 2019",Tulane,42,,home,#006747,#005238,FIU,14,,away,#041E42,#031834
1,"Thursday, August 29, 2019",UAB,24,,home,#006341,#004f34,Alabama St.,19,,away,#010101,#000
1,"Thursday, August 29, 2019",Central Mich.,38,,home,#6F263D,#581e30,Albany (NY),21,,away,#512D6D,#402457
1,"Thursday, August 29, 2019",Clemson,52,1,home,#FF6720,#cc5219,Georgia Tech,14,,away,#B3A369,#8f8254
1,"Thursday, August 29, 2019",Texas A&M,41,12,home,#500000,#400000,Texas St.,7,,away,#572932,#452028
1,"Thursday, August 29, 2019",Minnesota,28,,home,#861F41,#6b1834,South Dakota St.,21,,away,#0032A0,#002880
1,"Thursday, August 29, 2019",Arizona St.,30,,home,#7D2248,#641b39,Kent St.,7,,away,#00205B,#001948
1,"Thursday, August 29, 2019",San Jose St.,35,,home,#0032A0,#002880,Northern Colo.,18,,away,#002855,#002044
1,"Thursday, August 29, 2019",Utah,30,14,away,#BA0C2F,#940925,BYU,12,,home,#002E5D,#00244a
1,"Friday, August 30, 2019",Army West Point,14,,home,#010101,#000,Rice,7,,away,#00205B,#001948
1,"Friday, August 30, 2019",Michigan St.,28,18,home,#173F35,#12322a,Tulsa,7,,away,#002D72,#00245b
1,"Friday, August 30, 2019",Wisconsin,49,19,away,#BA0C2F,#940925,South Fla.,0,,home,#006747,#005238
1,"Friday, August 30, 2019",Rutgers,48,,home,#C8102E,#a00c24,Massachusetts,21,,away,#971B2F,#781525
1,"Friday, August 30, 2019",Wake Forest,38,,home,#010101,#000,Utah St.,35,,away,#00263A,#001e2e
1,"Friday, August 30, 2019",Nevada,34,,home,#041E42,#031834,Purdue,31,,away,#010101,#000
1,"Friday, August 30, 2019",Colorado,52,,home,#010101,#000,Colorado St.,31,,away,#2C5234,#234129
1,"Friday, August 30, 2019",Oklahoma St.,52,,away,#E35205,#b54104,Oregon St.,36,,home,#DC4405,#b03604
1,"Saturday, August 31, 2019",NC State,34,,home,#C8102E,#a00c24,East Carolina,6,,away,#582C83,#462368
1,"Saturday, August 31, 2019",Kansas,24,,home,#003DA5,#003084,Indiana St.,17,,away,#003DA5,#003084
1,"Saturday, August 31, 2019",Memphis,15,,home,#012169,#001a54,Ole Miss,10,,away,#00205B,#001948
1,"Saturday, August 31, 2019",Mississippi St.,38,,away,#6F2C3F,#582332,Louisiana,28,,home,#C8102E,#a00c24
1,"Saturday, August 31, 2019",Indiana,34,,away,#9D2235,#7d1b2a,Ball St.,24,,home,#BA0C2F,#940925
1,"Saturday, August 31, 2019",Iowa St.,29,21,home,#A6192E,#841424,UNI,26,,away,#470A68,#380853
1,"Saturday, August 31, 2019",Boise St.,36,,away,#0032A0,#002880,Florida St.,31,,home,#782F40,#602533
1,"Saturday, August 31, 2019",Ohio St.,45,5,home,#BA0C2F,#940925,Fla. Atlantic,21,,away,#002855,#002044
1,"Saturday, August 31, 2019",Maryland,79,,home,#C8102E,#a00c24,Howard,0,,away,#00263E,#001e31
1,"Saturday, August 31, 2019",Nebraska,35,24,home,#C8102E,#a00c24,South Alabama,21,,away,#BF0D3E,#980a31
1,"Saturday, August 31, 2019",Illinois,42,,home,#E04E39,#b33e2d,Akron,3,,away,#041E42,#031834
1,"Saturday, August 31, 2019",Kentucky,38,,home,#0032A0,#002880,Toledo,24,,away,#00205B,#001948
1,"Saturday, August 31, 2019",Ohio,41,,home,#2C5234,#234129,Rhode Island,20,,away,#041E42,#031834
1,"Saturday, August 31, 2019",West Virginia,20,,home,#002855,#002044,James Madison,13,,away,#330072,#28005b
1,"Saturday, August 31, 2019",Temple,56,,home,#b30838,#8f062c,Bucknell,12,,away,#071D49,#05173a
1,"Saturday, August 31, 2019",Washington,47,13,home,#330072,#28005b,Eastern Wash.,14,,away,#A6192E,#841424
1,"Saturday, August 31, 2019",Eastern Mich.,30,,away,#046A38,#03542c,Coastal Carolina,23,,home,#007377,#005c5f
1,"Saturday, August 31, 2019",North Carolina,24,,home,#7BAFD4,#628ca9,South Carolina,20,,away,#862633,#6b1e28
1,"Saturday, August 31, 2019",Alabama,42,2,away,#9D2235,#7d1b2a,Duke,3,,home,#002D72,#00245b
1,"Saturday, August 31, 2019",Penn St.,79,15,home,#041E42,#031834,Idaho,7,,away,#896C4C,#6d563c
1,"Saturday, August 31, 2019",Navy,45,,home,#00205B,#001948,Holy Cross,7,,away,#582C83,#462368
1,"Saturday, August 31, 2019",Georgia St.,38,,away,#0032A0,#002880,Tennessee,30,,home,#FF8200,#cc6800
1,"Saturday, August 31, 2019",Air Force,48,,home,#0032A0,#002880,Colgate,7,,away,#862633,#6b1e28
1,"Saturday, August 31, 2019",Appalachian St.,42,,home,#010101,#000,ETSU,7,,away,#041E42,#031834
1,"Saturday, August 31, 2019",Stanford,17,25,home,#9D2235,#7d1b2a,Northwestern,7,,away,#4E2A84,#3e2169
1,"Saturday, August 31, 2019",Boston College,35,,home,#862633,#6b1e28,Virginia Tech,28,,away,#861F41,#6b1834
1,"Saturday, August 31, 2019",Arkansas,20,,home,#9D2235,#7d1b2a,Portland St.,13,,away,#154734,#103829
1,"Saturday, August 31, 2019",Texas Tech,45,,home,#DA291C,#ae2016,Montana St.,10,,away,#00205B,#001948
1,"Saturday, August 31, 2019",UTSA,35,,home,#0C2340,#091c33,UIW,7,,away,#CB333B,#a2282f
1,"Saturday, August 31, 2019",Troy,43,,home,#9D2235,#7d1b2a,Campbell,14,,away,#E87722,#b95f1b
1,"Saturday, August 31, 2019",New Mexico,39,,home,#BA0C2F,#940925,Sam Houston St.,31,,away,#FE5000,#cb4000
1,"Saturday, August 31, 2019",Syracuse,24,22,away,#DC4405,#b03604,Liberty,0,,home,#A6192E,#841424
1,"Saturday, August 31, 2019",Marshall,56,,home,#00B140,#008d33,VMI,17,,away,#E4002B,#b60022
1,"Saturday, August 31, 2019",California,27,,home,#041E42,#031834,UC Davis,13,,away,#002855,#002044
1,"Saturday, August 31, 2019",Northern Ill.,24,,home,#BA0C2F,#940925,Illinois St.,10,,away,#C8102E,#a00c24
1,"Saturday, August 31, 2019",Old Dominion,24,,home,#003057,#002645,Norfolk St.,21,,away,#007A53,#006142
1,"Saturday, August 31, 2019",Western Mich.,48,,home,#693F23,#54321c,Monmouth,13,,away,#041E42,#031834
1,"Saturday, August 31, 2019",Kansas St.,49,,home,#582C83,#462368,Nicholls St.,14,,away,#A6192E,#841424
1,"Saturday, August 31, 2019",Southern Miss.,38,,home,#010101,#000,Alcorn,10,,away,#512D6D,#402457
1,"Saturday, August 31, 2019",SMU,37,,away,#C8102E,#a00c24,Arkansas St.,30,,home,#C8102E,#a00c24
1,"Saturday, August 31, 2019",Baylor,56,,home,#1D3C34,#173029,SFA,17,,away,#5F259F,#4c1d7f
1,"Saturday, August 31, 2019",Virginia,30,,away,#232D4B,#1c243c,Pittsburgh,14,,home,#003594,#002a76
1,"Saturday, August 31, 2019",Wyoming,37,,home,#4E3629,#3e2b20,Missouri,31,,away,#010101,#000
1,"Saturday, August 31, 2019",Georgia,30,3,away,#DA291C,#ae2016,Vanderbilt,6,,home,#010101,#000
1,"Saturday, August 31, 2019",LSU,55,6,home,#582C83,#462368,Ga. Southern,3,,away,#041E42,#031834
1,"Saturday, August 31, 2019",Michigan,40,7,home,#041E42,#031834,Middle Tenn.,21,,away,#005EB8,#004b93
1,"Saturday, August 31, 2019",North Texas,51,,home,#007A33,#006128,Abilene Christian,31,,away,#582C83,#462368
1,"Saturday, August 31, 2019",Auburn,27,16,away,#0C2340,#091c33,Oregon,21,11,home,#173F35,#12322a
1,"Saturday, August 31, 2019",Iowa,38,20,home,#010101,#000,Miami (OH),14,,away,#C8102E,#a00c24
1,"Saturday, August 31, 2019",TCU,39,,home,#582C83,#462368,Ark.-Pine Bluff,7,,away,#010101,#000
1,"Saturday, August 31, 2019",La.-Monroe,31,,home,#6F2C3F,#582332,Grambling,9,,away,#010101,#000
1,"Saturday, August 31, 2019",Texas,45,10,home,#CB6015,#a24c10,Louisiana Tech,14,,away,#003087,#00266c
1,"Saturday, August 31, 2019",UTEP,36,,home,#041E42,#031834,Houston Baptist,34,,away,#003087,#00266c
1,"Saturday, August 31, 2019",San Diego St.,6,,home,#A6192E,#841424,Weber St.,0,,away,#470A68,#380853
1,"Saturday, August 31, 2019",Washington St.,58,23,home,#9D2235,#7d1b2a,New Mexico St.,7,,away,#861F41,#6b1834
1,"Saturday, August 31, 2019",UNLV,56,,home,#C8102E,#a00c24,Southern Utah,23,,away,#BA0C2F,#940925
1,"Saturday, August 31, 2019",Southern California,31,,home,#9D2235,#7d1b2a,Fresno St.,23,,away,#D50032,#aa0028
1,"Sunday, September 01, 2019",Oklahoma,49,4,home,#9D2235,#7d1b2a,Houston,31,,away,#C8102E,#a00c24
1,"Monday, September 02, 2019",Notre Dame,35,9,away,#0C2340,#091c33,Louisville,17,,home,#BA0C2F,#940925
2,"Friday, September 06, 2019",Virginia,52,,home,#232D4B,#1c243c,William & Mary,17,,away,#284734,#203829
2,"Friday, September 06, 2019",Wake Forest,41,,away,#010101,#000,Rice,21,,home,#00205B,#001948
2,"Friday, September 06, 2019",Boise St.,14,24,home,#0032A0,#002880,Marshall,7,,away,#00B140,#008d33
2,"Friday, September 06, 2019",Arizona St.,19,,home,#7D2248,#641b39,Sacramento St.,7,,away,#115740,#0d4533
2,"Saturday, September 07, 2019",Pittsburgh,20,,home,#003594,#002a76,Ohio,10,,away,#2C5234,#234129
2,"Saturday, September 07, 2019",Missouri,38,,home,#010101,#000,West Virginia,7,,away,#002855,#002044
2,"Saturday, September 07, 2019",Memphis,55,,home,#012169,#001a54,Southern U.,24,,away,#69B3E7,#548fb8
2,"Saturday, September 07, 2019",UAB,31,,away,#006341,#004f34,Akron,20,,home,#041E42,#031834
2,"Saturday, September 07, 2019",Virginia Tech,31,,home,#861F41,#6b1834,Old Dominion,17,,away,#003057,#002645
2,"Saturday, September 07, 2019",Iowa,30,20,home,#010101,#000,Rutgers,0,,away,#C8102E,#a00c24
2,"Saturday, September 07, 2019",Purdue,42,,home,#010101,#000,Vanderbilt,24,,away,#010101,#000
2,"Saturday, September 07, 2019",Maryland,63,,home,#C8102E,#a00c24,Syracuse,20,21,away,#DC4405,#b03604
2,"Saturday, September 07, 2019",Kent St.,26,,home,#00205B,#001948,Kennesaw St.,23,,away,#010101,#000
2,"Saturday, September 07, 2019",Kansas St.,52,,home,#582C83,#462368,Bowling Green,0,,away,#FE5000,#cb4000
2,"Saturday, September 07, 2019",Michigan,24,7,home,#041E42,#031834,Army West Point,21,,away,#010101,#000
2,"Saturday, September 07, 2019",Ohio St.,42,5,home,#BA0C2F,#940925,Cincinnati,0,,away,#C8102E,#a00c24
2,"Saturday, September 07, 2019",South Carolina,72,,home,#862633,#6b1e28,Charleston So.,10,,away,#002855,#002044
2,"Saturday, September 07, 2019",NC State,41,,home,#C8102E,#a00c24,Western Caro.,0,,away,#5F259F,#4c1d7f
2,"Saturday, September 07, 2019",Utah,35,13,home,#BA0C2F,#940925,Northern Ill.,17,,away,#BA0C2F,#940925
2,"Saturday, September 07, 2019",Ball St.,57,,home,#BA0C2F,#940925,Fordham,29,,away,#6F263D,#581e30
2,"Saturday, September 07, 2019",Georgia Tech,14,,home,#B3A369,#8f8254,South Fla.,10,,away,#006747,#005238
2,"Saturday, September 07, 2019",Miami (OH),48,,home,#C8102E,#a00c24,Tennessee Tech,17,,away,#753BBD,#5d2f97
2,"Saturday, September 07, 2019",Illinois,31,,away,#E04E39,#b33e2d,UConn,23,,home,#0C2340,#091c33
2,"Saturday, September 07, 2019",Colorado,34,,home,#010101,#000,Nebraska,31,25,away,#C8102E,#a00c24
2,"Saturday, September 07, 2019",Appalachian St.,56,,home,#010101,#000,Charlotte,41,,away,#046A38,#03542c
2,"Saturday, September 07, 2019",Mississippi St.,38,,home,#6F2C3F,#582332,Southern Miss.,15,,away,#010101,#000
2,"Saturday, September 07, 2019",Indiana,52,,home,#9D2235,#7d1b2a,Eastern Ill.,0,,away,#003594,#002a76
2,"Saturday, September 07, 2019",Southern Ill.,45,,away,#6F263D,#581e30,Massachusetts,20,,home,#971B2F,#781525
2,"Saturday, September 07, 2019",Wisconsin,61,17,home,#BA0C2F,#940925,Central Mich.,0,,away,#6F263D,#581e30
2,"Saturday, September 07, 2019",Boston College,45,,home,#862633,#6b1e28,Richmond,13,,away,#BA0C2F,#940925
2,"Saturday, September 07, 2019",Clemson,24,1,home,#FF6720,#cc5219,Texas A&M,10,12,away,#500000,#400000
2,"Saturday, September 07, 2019",Louisiana Tech,20,,home,#003087,#00266c,Grambling,14,,away,#010101,#000
2,"Saturday, September 07, 2019",Colorado St.,38,,home,#2C5234,#234129,Western Ill.,13,,away,#500778,#400560
2,"Saturday, September 07, 2019",Baylor,63,,home,#1D3C34,#173029,UTSA,14,,away,#0C2340,#091c33
2,"Saturday, September 07, 2019",Georgia,63,3,home,#DA291C,#ae2016,Murray St.,17,,away,#0C2340,#091c33
2,"Saturday, September 07, 2019",Alabama,62,2,home,#9D2235,#7d1b2a,New Mexico St.,10,,away,#861F41,#6b1834
2,"Saturday, September 07, 2019",San Diego St.,23,,away,#A6192E,#841424,UCLA,14,,home,#0072CE,#005ba4
2,"Saturday, September 07, 2019",Washington St.,59,22,home,#9D2235,#7d1b2a,Northern Colo.,17,,away,#002855,#002044
2,"Saturday, September 07, 2019",Florida St.,45,,home,#782F40,#602533,La.-Monroe,44,,away,#6F2C3F,#582332
2,"Saturday, September 07, 2019",Duke,45,,home,#002D72,#00245b,N.C. A&T,13,,away,#002D72,#00245b
2,"Saturday, September 07, 2019",Ga. Southern,26,,home,#041E42,#031834,Maine,18,,away,#0C2340,#091c33
2,"Saturday, September 07, 2019",East Carolina,48,,home,#582C83,#462368,Gardner-Webb,9,,away,#A6192E,#841424
2,"Saturday, September 07, 2019",Wyoming,23,,away,#4E3629,#3e2b20,Texas St.,14,,home,#572932,#452028
2,"Saturday, September 07, 2019",Coastal Carolina,12,,away,#007377,#005c5f,Kansas,7,,home,#003DA5,#003084
2,"Saturday, September 07, 2019",Oklahoma St.,56,,home,#E35205,#b54104,McNeese,14,,away,#003087,#00266c
2,"Saturday, September 07, 2019",SMU,49,,home,#C8102E,#a00c24,North Texas,27,,away,#007A33,#006128
2,"Saturday, September 07, 2019",Georgia St.,48,,home,#0032A0,#002880,Furman,42,,away,#582C83,#462368
2,"Saturday, September 07, 2019",Oklahoma,70,4,home,#9D2235,#7d1b2a,South Dakota,14,,away,#BA0C2F,#940925
2,"Saturday, September 07, 2019",Middle Tenn.,45,,home,#005EB8,#004b93,Tennessee St.,26,,away,#001489,#00106d
2,"Saturday, September 07, 2019",Western Ky.,20,,away,#C8102E,#a00c24,FIU,14,,home,#041E42,#031834
2,"Saturday, September 07, 2019",Louisville,42,,home,#BA0C2F,#940925,Eastern Ky.,0,,away,#6F263D,#581e30
2,"Saturday, September 07, 2019",South Alabama,37,,home,#BF0D3E,#980a31,Jackson St.,14,,away,#041E42,#031834
2,"Saturday, September 07, 2019",BYU,29,,away,#002E5D,#00244a,Tennessee,26,,home,#FF8200,#cc6800
2,"Saturday, September 07, 2019",UCF,48,18,away,#010101,#000,Fla. Atlantic,14,,home,#002855,#002044
2,"Saturday, September 07, 2019",Michigan St.,51,19,home,#173F35,#12322a,Western Mich.,17,,away,#693F23,#54321c
2,"Saturday, September 07, 2019",Oregon,77,16,home,#173F35,#12322a,Nevada,6,,away,#041E42,#031834
2,"Saturday, September 07, 2019",Kentucky,38,,home,#0032A0,#002880,Eastern Mich.,17,,away,#046A38,#03542c
2,"Saturday, September 07, 2019",Florida,45,11,home,#003087,#00266c,UT Martin,0,,away,#0C2340,#091c33
2,"Saturday, September 07, 2019",Utah St.,62,,home,#00263A,#001e2e,Stony Brook,7,,away,#A6192E,#841424
2,"Saturday, September 07, 2019",Ole Miss,31,,home,#00205B,#001948,Arkansas,17,,away,#9D2235,#7d1b2a
2,"Saturday, September 07, 2019",LSU,45,6,away,#582C83,#462368,Texas,38,9,home,#CB6015,#a24c10
2,"Saturday, September 07, 2019",Penn St.,45,15,home,#041E42,#031834,Buffalo,13,,away,#0057B8,#004593
2,"Saturday, September 07, 2019",Auburn,24,10,home,#0C2340,#091c33,Tulane,6,,away,#006747,#005238
2,"Saturday, September 07, 2019",Louisiana,35,,home,#C8102E,#a00c24,Liberty,14,,away,#A6192E,#841424
2,"Saturday, September 07, 2019",Houston,37,,home,#C8102E,#a00c24,Prairie View,17,,away,#582C83,#462368
2,"Saturday, September 07, 2019",North Carolina,28,,home,#7BAFD4,#628ca9,Miami (FL),25,,away,#154734,#103829
2,"Saturday, September 07, 2019",Texas Tech,38,,home,#DA291C,#ae2016,UTEP,3,,away,#041E42,#031834
2,"Saturday, September 07, 2019",Tulsa,34,,away,#002D72,#00245b,San Jose St.,16,,home,#0032A0,#002880
2,"Saturday, September 07, 2019",Arkansas St.,43,,away,#C8102E,#a00c24,UNLV,17,,home,#C8102E,#a00c24
2,"Saturday, September 07, 2019",Southern California,45,,home,#9D2235,#7d1b2a,Stanford,20,23,away,#9D2235,#7d1b2a
2,"Saturday, September 07, 2019",California,20,,away,#041E42,#031834,Washington,19,14,home,#330072,#28005b
2,"Saturday, September 07, 2019",Minnesota,38,,away,#861F41,#6b1834,Fresno St.,35,,home,#D50032,#aa0028
2,"Saturday, September 07, 2019",Arizona,65,,home,#00205B,#001948,Northern Ariz.,41,,away,#00205B,#001948
2,"Sunday, September 08, 2019",Hawaii,31,,home,#154734,#103829,Oregon St.,28,,away,#DC4405,#b03604
3,"Friday, September 13, 2019",Wake Forest,24,,home,#010101,#000,North Carolina,18,,away,#7BAFD4,#628ca9
3,"Friday, September 13, 2019",Kansas,48,,away,#003DA5,#003084,Boston College,24,,home,#862633,#6b1e28
3,"Saturday, September 14, 2019",Washington St.,31,20,away,#9D2235,#7d1b2a,Houston,24,,home,#E51636,#b7112b
3,"Saturday, September 14, 2019",Georgia,55,3,home,#DA291C,#ae2016,Arkansas St.,0,,away,#C8102E,#a00c24
3,"Saturday, September 14, 2019",Kansas St.,31,,away,#582C83,#462368,Mississippi St.,24,,home,#6F2C3F,#582332
3,"Saturday, September 14, 2019",Cincinnati,35,,home,#C8102E,#a00c24,Miami (OH),13,,away,#C8102E,#a00c24
3,"Saturday, September 14, 2019",West Virginia,44,,home,#002855,#002044,NC State,27,,away,#C8102E,#a00c24
3,"Saturday, September 14, 2019",Penn St.,17,13,home,#041E42,#031834,Pittsburgh,10,,away,#003594,#002a76
3,"Saturday, September 14, 2019",Eastern Mich.,34,,away,#046A38,#03542c,Illinois,31,,home,#E04E39,#b33e2d
3,"Saturday, September 14, 2019",Tennessee,45,,home,#FF8200,#cc6800,Chattanooga,0,,away,#002855,#002044
3,"Saturday, September 14, 2019",Ohio St.,51,6,away,#BA0C2F,#940925,Indiana,10,,home,#9D2235,#7d1b2a
3,"Saturday, September 14, 2019",Temple,20,,home,#b30838,#8f062c,Maryland,17,21,away,#C8102E,#a00c24
3,"Saturday, September 14, 2019",Virginia Tech,24,,home,#861F41,#6b1834,Furman,17,,away,#582C83,#462368
3,"Saturday, September 14, 2019",The Citadel,27,,away,#418FDE,#3472b1,Georgia Tech,24,,home,#B3A369,#8f8254
3,"Saturday, September 14, 2019",Air Force,30,,away,#0032A0,#002880,Colorado,23,,home,#010101,#000
3,"Saturday, September 14, 2019",Fla. Atlantic,41,,away,#002855,#002044,Ball St.,31,,home,#BA0C2F,#940925
3,"Saturday, September 14, 2019",Coastal Carolina,46,,home,#007377,#005c5f,Norfolk St.,7,,away,#007A53,#006142
3,"Saturday, September 14, 2019",Notre Dame,66,7,home,#0C2340,#091c33,New Mexico,14,,away,#BA0C2F,#940925
3,"Saturday, September 14, 2019",Central Mich.,45,,home,#6F263D,#581e30,Akron,24,,away,#041E42,#031834
3,"Saturday, September 14, 2019",Northwestern,30,,home,#4E2A84,#3e2169,UNLV,14,,away,#C8102E,#a00c24
3,"Saturday, September 14, 2019",Alabama,47,2,away,#9D2235,#7d1b2a,South Carolina,23,,home,#862633,#6b1e28
3,"Saturday, September 14, 2019",Minnesota,35,,home,#861F41,#6b1834,Ga. Southern,32,,away,#041E42,#031834
3,"Saturday, September 14, 2019",Navy,42,,home,#00205B,#001948,East Carolina,10,,away,#582C83,#462368
3,"Saturday, September 14, 2019",Memphis,42,,away,#012169,#001a54,South Alabama,6,,home,#BF0D3E,#980a31
3,"Saturday, September 14, 2019",BYU,30,,home,#002E5D,#00244a,Southern California,27,24,away,#9D2235,#7d1b2a
3,"Saturday, September 14, 2019",Oklahoma St.,40,,away,#E35205,#b54104,Tulsa,21,,home,#002D72,#00245b
3,"Saturday, September 14, 2019",Army West Point,31,,away,#010101,#000,UTSA,13,,home,#0C2340,#091c33
3,"Saturday, September 14, 2019",UCF,45,17,home,#010101,#000,Stanford,27,,away,#9D2235,#7d1b2a
3,"Saturday, September 14, 2019",Arkansas,55,,home,#9D2235,#7d1b2a,Colorado St.,34,,away,#2C5234,#234129
3,"Saturday, September 14, 2019",Ole Miss,40,,home,#00205B,#001948,Southeastern La.,29,,away,#006341,#004f34
3,"Saturday, September 14, 2019",Louisville,38,,away,#BA0C2F,#940925,Western Ky.,21,,home,#C8102E,#a00c24
3,"Saturday, September 14, 2019",Arizona St.,10,,away,#7D2248,#641b39,Michigan St.,7,18,home,#173F35,#12322a
3,"Saturday, September 14, 2019",Miami (FL),63,,home,#154734,#103829,Bethune-Cookman,0,,away,#6F263D,#581e30
3,"Saturday, September 14, 2019",Iowa,18,19,away,#010101,#000,Iowa St.,17,,home,#A6192E,#841424
3,"Saturday, September 14, 2019",Oregon St.,45,,home,#DC4405,#b03604,Cal Poly,7,,away,#2C5234,#234129
